EXCHANGE%3DNYSE
MARKET_OPEN_MINUTE=570
MARKET_CLOSE_MINUTE=960
INTERVAL=604800
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME,CDAYS
DATA=
TIMEZONE_OFFSET=-300
1,34.59,34.78,33.8,33.81,112286900,5
2,35.16,35.22,34.1,34.02,104356700,5
3,34.28,35.24,34.13,35.1,99960200,5
4,34.16,34.92,33.95,34.1,126146000,5
5,34.33,34.53,33.7,34.05,119381700,5
6,34.66,34.81,33.97,34.34,93225800,4
7,34.07,34.92,33.92,34.55,138091700,5
8,33.93,34.27,33.6,34.17,139558000,5
9,33.16,33.95,33.11,33.95,125309200,5
10,32.96,33.37,32.78,33.18,130586500,5
11,33.3,33.62,33.09,33.1,77963700,4
12,32.11,33.46,32.06,33.3,140428700,5
13,32.25,33.04,32.08,32.08,125302700,5
14,33.02,33.23,32.29,32.48,108849800,5
15,32.8,32.99,32.42,32.8,91556900,5
16,32.5,32.83,32.2,32.68,96899400,5
17,34,34,32.63,32.71,103797800,5
18,33.84,34.19,33.6,34,73038500,5
19,34.14,34.44,33.7,33.7,84253600,5
20,34.01,34.15,33.83,34.08,80858900,4
21,34.85,35,33.76,33.85,124785000,5
22,34.4,35.07,34.25,34.65,110226000,5
23,35.3,35.65,34.33,34.33,124882600,5
24,36.14,36.48,35.28,35.4,129559000,5
25,35.98,36.4,35.47,36.14,127276500,5
26,35.47,35.84,35.14,35.73,137749900,5
27,35.21,35.79,35.17,35.28,119685800,5
TIMEZONE_OFFSET=-300
a1162587600,34.77,35.41,34.62,35.22,109858400,5
1,35.17,35.75,34.9,35.02,105837100,5
2,36.25,36.27,35.18,35.28,126578600,5
a1164391200,35.69,36.28,35.69,36.17,71215800,4
a1165006800,35.28,35.75,34.96,35.57,115401200,5
1,35.27,35.5,35,35.43,137374300,5
2,37.36,37.51,35.05,35.24,256669500,5
3,37.57,38.49,37.41,37.45,159202500,5
4,37.21,38.03,37.16,37.6,70153800,4
5,37.56,38.15,37.31,37.41,101558000,3
6,37.89,38,37.25,37.45,129097100,5
7,36.95,38.28,36.85,38,166109700,4
8,36.07,37.33,36.01,37.13,149993600,5
9,36.27,36.4,35.76,36.07,167258400,5
10,35.53,36.48,35.48,36.27,133794500,5
11,35.87,36.59,35.55,35.53,133558737,5
12,35.1,36.13,35.09,35.86,134048700,4
13,34.87,36.84,34.32,35.4,239625557,5
14,34.32,34.97,34.22,34.74,169267659,5
TIMEZONE_OFFSET=-240
a1174075200,34.36,34.84,33.9,34.35,190324137,5
1,35.82,35.91,34.43,34.5,174399261,5
2,35.36,36,35,35.85,162419640,5
a1175803200,35.02,35.6,34.94,35.36,117271211,5
a1176494400,35.38,35.6,34.75,35.1,152697416,5
1,35.13,35.6,34.9,35.5,209008711,5
2,36.84,37.22,34.55,35.13,255540386,5
3,37.15,37.56,36.61,36.9,193336878,5
4,36.97,37.43,36.7,37.23,124850876,5
5,36.96,37.27,36.45,37,147590912,5
6,37.56,37.81,37,37.31,161224297,5
7,37.45,37.79,37.14,37.61,126396121,4
8,37.32,38.02,36.65,37.79,179051606,5
9,38.12,38.16,37.05,37.07,174202624,5
10,38.24,39.77,37.91,38.18,279779174,5
11,38.28,38.7,37.64,38.33,214125936,5
12,38.48,38.79,38.02,38.42,107273804,4
13,39.5,40.17,37.73,38.56,224492787,5
14,40.12,40.95,39.54,39.6,227366489,5
15,38.79,40.98,38.79,40.3,232990818,5
16,38.06,39.75,38.06,39.03,221020554,5
17,38.23,40.46,37.19,38.23,291421926,5
18,38.45,38.8,36.2,38.57,268554349,5
19,39.41,39.47,37.75,38.49,181915165,5
20,38.87,39.26,38.05,39.26,162443560,5
21,38.75,39.45,38.45,38.84,155232639,4
22,40.35,40.8,38.51,38.8,194815088,5
23,41.25,42.07,40.04,40.08,191092399,5
24,41.4,41.53,40.56,41.25,140309375,5
25,41.77,42.15,41.28,41.28,127306030,5
26,41.03,42.09,40.12,41.74,134423452,5
27,40.04,41.14,39.87,40.9,208120152,5
28,40.38,40.59,39.4,39.84,166204028,5
29,40.33,41.22,39.97,40.47,161864725,5
TIMEZONE_OFFSET=-300
a1194642000,38.38,40.54,37.5,39.95,214210908,5
1,38.65,39.95,37.87,38.24,210535446,5
a1195840800,37.67,38.61,36.94,38.48,166707650,4
a1196456400,38.29,38.67,36.52,37.75,228302116,5
1,37.23,38.2,36.07,38.2,253038403,5
2,36.91,38.14,36.15,37.26,240477604,5
3,37.14,37.6,36.22,36.82,232430339,5
4,37.34,37.77,37.06,37.4,84735304,4
5,36.04,37.45,35.98,37.3,130755828,4
6,35.17,36.5,34.98,36.21,232634797,5
7,34.31,35.76,32.92,35.76,323576482,5
8,34,35.09,33.19,33.2,259961933,4
9,36.16,36.48,34.14,34.31,237023707,5
10,33.84,36.25,33.54,36.17,229566647,5
11,34.37,35.1001,33.549,33.94,194551010,5
12,33.55,34.87,33.15,34.56,164000411,4
13,33.14,34.28,33.09,33.55,203564083,5
14,32.23,33.95,32.01,33.34,232205238,5
TIMEZONE_OFFSET=-240
a1205524800,33.82,34.57,31.65,32.44,332119181,5
a1206043200,37.49,37.742,32.83,32.99,345383132,5
a1206734400,36.61,37.67,36.51,37.63,208244007,5
1,37.56,38.52,36.54,36.58,191559605,5
2,32.05,37.9,31.81,37.87,521768418,5
3,32.69,32.97,31.55,32.38,375592929,5
4,33.33,33.39,32.2,32.7,212307053,5
5,33.34,33.66,32.6,33.47,200808494,5
6,32.27,33.36,32.14,33.36,181398948,5
7,32.13,32.72,31.97,32.33,214345726,5
8,30.43,32.7,30.35,32.13,338740592,5
9,30.72,30.98,30.21,30.42,242738685,4
10,30.02,31.14,30,30.75,273184242,5
11,29.15,30.74,28.49,30.23,386711992,5
12,27.38,29.25,27.268,28.69,384575793,5
13,26.26,28.64,26.15,27.59,379075896,5
a1215104400,26.91,27.26,26.3,26.35,267352599,5
a1215806400,27.66,28.34,26.84,27.1,422746739,5
1,28,28.42,25.6,28.13,365439919,5
2,28.71,29.89,27.6,28.12,301356662,5
3,28.21,29.35,27.65,28.7,242721263,5
4,29.64,29.74,27.76,28.14,230563909,5
5,29.8,30.39,29.01,29.62,201768690,5
6,29.12,30.31,28.09,29.97,192276612,5
7,28.1,29.04,27.98,29.04,206595781,5
8,27.88,29.15,27.39,28.54,208459661,4
9,26.75,29.28,26.33,28.88,449571082,5
10,26.62,29.2,22.16,24.82,1004691639,5
11,25.25,27.48,23.5,27.38,333147442,5
12,21.57,26.05,21.49,25.12,1069478629,5
13,21.5,22.65,18.4,20.54,913964749,5
14,19.63,22.39,18.31,22.27,685821912,5
15,17.83,21.03,17.27,20.26,598088796,5
16,19.51,20,17.52,18.04,581108578,5
TIMEZONE_OFFSET=-300
a1226091600,18.86,21.04,18,19.78,467265219,5
1,16.02,19.39,14.58,19.34,792582157,5
2,14.03,16.5,12.58,15.95,821822015,5
a1227895200,17.17,17.19,14.26,14.63,423426051,4
a1228510800,17.85,18.3,15.42,16.36,700300850,5
1,17.11,19.3,16.4,18.42,72101592,5
2,16.5,18.13,15.77,16.95,575105983,5
3,15.97,16.63,15.75,16.56,190901481,4
4,17.07,17.07,15.35,15.95,231805085,4
5,16,17.24,15.72,17.17,329913530,5
6,13.96,16.2,13.06,15.965,565034235,5
7,12.03,14.09,11.87,13.95,744304435,4
8,12.13,13.75,12.01,12.48,550510824,5
9,11.1,12.03,10.66,12.03,783298659,5
10,11.44,12.9,11.12,11.34,86594997,5
11,9.38,11.2,8.98,11.2,710930295,4
12,8.51,9.75,8.4,9.58,1153381920,5
13,7.06,8.3,5.7279,8.29,2227920623,5
TIMEZONE_OFFSET=-240
a1236974400,9.62,9.98,6.88,6.95,1456703852,5
1,9.54,11.35,9.26,9.97,252823603,5
2,10.78,11.09,9.78,10.28,884677078,5
3,10.94,11.17,9.78,10.33,671288756,5
a1239336000,11.33,11.63,10.41,10.85,485389172,4
a1239998400,12.39,12.73,11.14,11.44,850296184,5
1,12.11,12.48,10.85,12,589514314,5
2,12.69,12.85,11.78,12.13,460604825,5
3,14.53,14.55,12.81,12.96,621981338,5
4,12.86,14.42,12.5,14.38,491858378,5
5,13.1,14.38,13.02,13.11,442015025,5
6,13.48,13.61,12.22,13.02,370810094,4
7,13.54,13.99,13.3,13.82,354885217,5
8,13.51,13.77,13.12,13.5,323629877,5
9,12.1,13.36,11.46,13.36,124480951,5
10,11.75,12.03,11.25,11.86,415944619,5
a1246593600,11.46,11.94,11.46,11.82,0,4
a1247256000,10.78,11.54,10.5,11.37,456113717,5
1,11.65,12.5,10.87,10.88,538953760,5
2,12.03,12.08,11.25,11.71,435854442,5
3,13.4,13.45,12.03,12.17,541003101,5
4,14.7,14.88,13.39,13.65,529115555,5
5,13.92,14.83,13.68,14.62,430243311,5
6,14.21,14.2817,13.16,13.35,356276372,5
7,14.08,14.5001,13.95,14.36,367059770,5
8,13.87,13.9796,13.03,13.94,77231239,5
9,14.67,15.03,14.36,14.52,101219050,4
10,16.5,17.52,14.4,14.55,995541338,5
11,16.37,17.5,16.06,16.43,566584220,5
12,15.36,17.09,15.15,16.47,521914063,5
13,16.18,16.55,15.51,15.59,378484844,5
14,16.08,16.87,15.85,16.36,496503260,5
15,15.2,16.13,15.11,16.05,510224590,5
16,14.26,15.45,14.15,15.24,504509914,5
TIMEZONE_OFFSET=-300
a1257541200,15.33,15.49,14.15,14.3,494133575,5
1,15.66,15.99,15.48,15.7,378920103,5
2,15.59,16.19,15.45,15.8,331542381,5
a1259344800,15.94,16.25,15.3,15.83,60917551,4
a1259960400,16.2,16.49,15.81,15.82,396494127,5
1,15.92,16.24,15.52,16.07,314196711,5
2,15.59,16.07,15.55,15.98,79202456,5
a1261717200,15.44,15.79,15.31,15.69,162233542,4
1,15.13,15.53,15.13,15.38,183620492,4
a1262984400,16.6,16.69,15.15,15.22,487679997,5
1,16.44,16.92,16.35,16.83,338144931,5
2,16.11,16.76,15.95,16.35,387021716,4
3,16.08,16.7,16.01,16.46,390361894,5
4,15.79,17.03,15.25,16.2,497089864,5
5,15.55,15.89,15.35,15.83,379844146,5
6,16.17,16.29,15.68,15.7,242538195,4
7,16.06,16.34,15.71,16.23,60564391,5
8,16.35,16.37,15.83,16.1,311548389,5
9,17.04,17.06,16.24,16.37,382996385,5
TIMEZONE_OFFSET=-240
a1269028800,18.07,18.4,16.94,17.02,710345715,5
1,18.34,18.94,17.8,17.86,478833868,5
a1270180800,18.33,18.56,18.13,18.52,241784086,4
a1270843200,18.52,18.75,18.25,18.42,285660376,5
1,18.97,19.69,18.54,18.56,521750824,5
2,19.07,19.2,18.61,18.64,325073234,5
3,18.86,19.7,18.59,19.19,442550230,5
4,16.88,19.34,15,18.97,608866058,5
5,17.64,18.5,17.41,18.04,437630429,5
6,16.42,17.87,15.65,17.61,594125015,5
7,16.35,16.69,15.25,16.315,420194701,5
8,15.71,16.51,15.56,16.24,302246189,4
9,15.56,15.87,15.05,15.73,378913686,5
10,15.95,16.09,15.35,15.77,357847398,5
11,14.91,16.45,14.82,16.21,464323277,5
12,13.88,15.205,13.75,14.96,442574224,5
13,14.95,15.17,13.81,14.11,46094126,4
14,14.55,15.35,14.5,14.9,346720531,5
15,15.71,15.85,14.36,14.64,358421161,5
16,16.12,16.57,15.7,15.91,60268043,5
17,16.45,16.54,16.09,16.32,274181082,5
18,15.38,16.46,15.34,16.42,270212983,5
19,15.03,15.74,14.89,15.29,65408590,5
20,14.71,15.27,14.25,15.22,326815199,5
21,15.3925,15.56,14.31,14.67,292668525,5
22,15.98,16.08,15.21,15.28,237579447,4
23,16.29,16.47,15.97,16.19,292599888,5
24,16.66,16.7,16.05,16.27,286057781,5
25,16.36,16.69,16.14,16.65,48433357,5
26,17.12,17.29,16,16.31,292593092,5
27,16.3,17.49,16.15,17.24,440902497,5
28,16.055,16.37,15.88,16.31,302169441,5
29,16.02,16.32,15.98,16.26,38174397,5
30,16.73,16.86,15.88,16.09,326196919,5
TIMEZONE_OFFSET=-300
a1289595600,16.25,16.84,16.11,16.62,242386840,5
1,16.22,16.43,15.76,16.23,248952155,5
2,15.8,16.14,15.63,16.14,181591945,4
3,16.78,16.8,15.68,15.73,310390863,5
4,17.72,17.88,16.63,16.7,367767693,5
5,17.7,17.9,17.37,17.89,65250598,5
a1293138000,18.04,18.15,17.65,17.77,156351547,5
a1293829200,18.29,18.49,17.92,17.92,27077170,5
1,18.43,18.72,18.12,18.49,280146510,5
2,18.8175,18.84,18.46,18.61,257861855,5
3,19.74,19.97,18.17,18.98,449508777,4
4,20.2,20.74,19.74,19.93,437317986,5
5,20.56,20.96,20.1,20.13,246591055,5
6,21.33,21.44,20.73,20.77,252254376,5
7,21.44,21.65,21.24,21.51,204178995,5
8,20.82,21.21,20.08,20.88,268500170,4
9,20.37,21.17,20.16,20.95,261175412,5
10,20.36,20.79,19.94,20.4,303566341,5
TIMEZONE_OFFSET=-240
a1300478400,19.25,20.09,18.6,19.96,520496093,5
1,19.75,19.93,19.25,19.68,227819072,5
2,20.34,20.5,19.53,19.81,207897262,5
3,20.19,20.75,20.07,20.73,238618636,5
4,20.04,20.37,19.6,20.24,212315926,5
a1303416000,19.95,20.8,19.51,19.77,304551102,5
a1304107200,20.45,20.85,19.89,20.14,41510013,5
1,20.01,20.71,19.81,20.7,235180053,5
2,19.89,20.42,19.76,19.97,195448891,5
3,19.62,20.05,19.41,19.85,228297982,5
4,19.44,19.58,18.97,19.32,199639244,5
5,18.82,19.72,18.75,19.68,207576381,4
6,18.32,18.8,18.14,18.71,260898990,5
7,18.49,18.905,18.2,18.31,261979707,5
8,17.97,18.94,17.97,18.34,80830864,5
9,19.2,19.26,18,18.01,224870496,5
10,18.99,19.45,18.85,19.22,173122218,4
11,18.41,18.83,18.29,18.72,50543068,5
12,19.04,19.53,18.16,18.33,283105882,5
13,17.91,19.14,17.78,18.97,309179509,5
14,16.51,18.42,16.1,18.39,504567500,5
15,15.88,16.13,14.82,15.67,612024263,5
16,15.09,20,15.03,16.17,373576172,5
17,15.54,16.05,15.05,15.55,335151428,5
18,15.76,16.49,15.55,15.79,282177403,5
19,15.09,15.85,15,15.25,420077290,4
20,16.33,16.4,14.72,15.01,500978725,5
21,15.21,16.45,14.82,15.98,65518622,5
22,15.22,16.07,15.07,15.4,368776201,5
23,15.5,15.74,14.02,15.1,414749527,5
24,16.6,16.65,15.76,15.79,255261587,5
25,16.31,16.98,16.13,16.49,333056129,5
26,17.25,17.5,16.05,16.37,384315591,5
27,16.39,17.01,15.97,16.98,41678462,5
TIMEZONE_OFFSET=-300
a1321045200,16.3,16.49,15.75,16.37,283267084,5
1,15.65,16.32,15.5,16.22,247195356,5
2,14.7,15.49,14.7,15.48,232322017,4
3,16.09,16.3,14.68,15.23,383352969,5
4,16.84,16.98,16.18,16.35,375400363,5
5,17.01,17.09,16.3,16.71,500298410,5
6,18.23,18.28,16.79,16.97,350786830,5
7,17.91,18.2,17.72,18.18,156207362,4
8,18.65,18.79,18.23,18.23,51077228,4
9,18.84,19.05,18.5,18.74,235210034,5
10,19.15,19.1976,18.56,18.99,92432222,4
11,19.03,19.27,18.75,19.09,216682558,5
12,19.02,19.1,18.69,18.83,218718161,5
13,18.875,19.35,18.77,18.99,266206643,5
14,19.28,19.32,18.7,19.03,283572932,5
15,19.24,19.5,19,19.42,152374465,4
16,18.97,19.307,18.9,19.02,190798270,5
17,19.04,19.18,18.32,18.95,219749207,5
TIMEZONE_OFFSET=-240
a1331928000,20.2,20.3,19.04,19.09,326210399,5
1,19.78,20.36,19.69,20.08,226343962,5
2,20.07,21,19.71,19.98,218380034,5
a1333656000,19.49,20.11,19.46,20.03,171635887,5
a1334347200,18.88,19.32,18.7,19.1,40319656,5
1,19.36,19.64,18.85,18.98,219036538,5
2,19.78,19.87,18.94,19.06,218779752,5
3,19.34,19.95,19.25,19.68,160573866,5
4,19.01,19.48,18.74,19.15,199387058,5
5,18.95,19.26,18.32,18.82,292890687,5
6,19.2,19.42,18.75,18.99,218038153,5
7,18.54,19.43,18.4077,19.29,187503234,4
8,19.2,19.25,18.02,18.44,395224877,5
9,20,20,19.07,19.35,260923219,5
10,19.81,20.15,19.46,19.88,244235582,5
11,20.84,20.84,19.29,19.48,287102141,5
12,20,20.82,19.95,20.74,168273639,4
13,19.77,20.07,19.36,19.99,32421444,5
14,19.87,20.37,19.43,19.51,285016363,5
15,20.92,21,19.52,19.56,296560812,5
16,20.96,21,20.2,20.79,200969872,5
17,21.1,21.19,20.9,20.97,153214601,5
18,21,21.14,20.79,21.04,149481384,5
19,20.8,21.05,20.55,20.95,29340529,5
20,20.71,20.95,20.61,20.82,125547740,5
21,21.59,21.59,20.48,20.63,160771546,4
22,22.11,22.37,21.4,21.48,322264787,5
23,22.53,22.69,21.9,21.93,268851439,5
24,22.71,22.96,22.07,22.4,263218423,5
25,23.12,23.18,22.71,22.725,199455254,5
26,22.48,22.99,22.41,22.87,32957738,5
27,22.03,23.08,21.87,22.54,244557164,5
28,21.11,21.95,21.03,21.86,273944334,5
29,21.31,21.68,20.97,21.26,132897735,3
TIMEZONE_OFFSET=-300
a1352494800,21,21.775,20.7,21.2,189071690,5
1,20.15,21.14,19.87,21.04,225510718,5
2,21.04,21.04,20.37,20.41,141606715,4
3,21.13,21.36,20.5,20.88,181036980,5
4,21.46,21.48,20.71,21.18,179595203,5
5,21.62,21.95,21.36,21.43,197300068,5
6,20.88,21.95,20.56,21.69,353625453,5
7,20.44,20.96,20.4192,20.79,114484643,4
8,21.2,21.54,20.26,20.29,183205554,4
9,21.13,21.24,20.6813,21.16,176535345,5
10,22.04,22.19,21.01,21.18,274159885,5
11,22.29,22.31,21.75,22.18,191314689,4
12,22.62,22.64,22.18,22.44,198209813,5
13,22.5,22.62,22.27,22.41,172502347,5
14,23.29,23.55,22.35,22.49,232275046,5
15,23.39,23.75,23.12,23.42,154998866,4
16,23.19,23.53,22.81,23.5,203598111,5
17,23.77,23.9,23.03,23.15,144662516,5
TIMEZONE_OFFSET=-240
a1363377600,23.44,23.76,23.33,23.69,189221564,5
1,23.37,23.8,23.13,23.17,178263490,5
a1364500800,23.12,23.48,22.85,23.45,132696624,5
a1365192000,22.93,23.4,22.76,23.03,171112978,5
1,23.46,23.72,22.83,23.03,156268516,5
2,21.75,23.3,21.61,23.28,275252301,5
3,22.21,22.4,21.11,21.67,293672493,5
4,22.57,22.85,22,22.31,183003997,5
5,22.9,23.1,22.32,22.56,161853818,5
6,23.46,23.48,22.62,22.86,184122982,5
7,23.53,24.13,23.425,23.46,220468506,5
8,23.32,23.835,23.3125,23.77,165176929,4
9,23.86,23.95,23.1,23.37,220426015,5
10,23.52,23.92,23.34,23.88,174104002,5
11,23.36,24.45,23.2,23.75,285944811,5
12,23.19,23.48,22.76,23.12,194744745,5
13,23.24,23.64,22.76,23.21,127541219,4
14,23.76,24,23.27,23.36,161426831,5
15,24.72,24.95,23.34,23.73,246065307,5
16,24.65,24.92,24.5,24.77,162694080,5
17,24.7,24.867,24.36,24.53,153453646,5
18,24.25,24.6,24.085,24.57,112000769,5
19,23.95,24.3,23.86,24.14,160186315,5
20,23.78,23.96,23.56,23.9,146256262,5
21,23.14,23.79,23.04,23.74,174471756,5
22,23.16,23.45,22.92,23.31,150626394,4
23,23.78,24.2,23.18,23.25,147607171,5
24,24.01,24.91,23.93,24.06,241739972,5
25,24.05,24.54,23.94,24.2,163451035,5
26,24.05,24.35,23.82,23.88,168804590,5
27,24.4,24.49,23.5,23.84,178676478,5
28,25.55,25.75,24.13,24.21,224686224,5
29,25.88,26.35,25.64,25.87,205707549,5
30,26.54,26.635,25.76,25.88,208725092,5
TIMEZONE_OFFSET=-300
a1383944400,27.05,27.19,26.26,26.59,208982442,5
1,27.2,27.43,26.75,27.02,179996825,5
2,27.08,27.5,26.76,27.28,157518510,5
3,26.66,27.17,26.63,27.14,113012311,4
