EXCHANGE%3DNYSE
MARKET_OPEN_MINUTE=570
MARKET_CLOSE_MINUTE=960
INTERVAL=604800
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME,CDAYS
DATA=
TIMEZONE_OFFSET=-300
7,3.6526,3.6734,3.4913,0.0000,153941088,5
8,3.6526,3.6838,3.5902,0.0000,66904488,5
9,3.637,3.6682,3.5694,0.0000,57571200,5
10,3.7515,3.8035,3.663,0.0000,142414296,5
11,3.9128,3.9544,3.715,0.0000,163164024,5
12,4.0949,4.329,3.8867,0.0000,230407200,5
13,4.1729,4.2614,4.048,0.0000,141842688,5
14,4.1521,4.2406,4.1469,0.0000,104182608,5
15,4.3082,4.3082,4.0168,0.0000,136230600,5
16,4.2041,4.3186,4.1729,0.0000,154409592,5
17,4.303,4.3186,4.1521,0.0000,120086400,5
18,4.4799,4.5007,4.2822,0.0000,129345312,5
19,4.3759,4.4955,4.3602,0.0000,99315288,5
20,4.4643,4.4955,4.3238,0.0000,99997512,5
21,4.4955,4.6464,4.4799,0.0000,111577200,5
22,4.5684,4.5996,4.2458,0.0000,135553224,5
TIMEZONE_OFFSET=-240
a545083200,4.4539,4.6984,4.4123,0.0000,140353008,5
a545601600,4.2978,4.4799,4.1313,0.0000,154844520,5
a546292800,4.2874,4.4695,4.2094,0.0000,140064912,5
1,4.2666,4.4123,4.2041,0.0000,138246216,5
2,4.3134,4.4747,4.2406,0.0000,102433608,5
3,4.2666,4.4539,4.251,0.0000,117153168,5
4,4.1833,4.3654,4.0897,0.0000,162229416,5
5,4.329,4.4747,4.2249,0.0000,69951996,5
6,4.4123,4.4851,4.2666,0.0000,86630700,5
7,4.4851,4.5371,4.329,0.0000,96169296,5
8,4.4435,4.5475,4.3914,0.0000,115961592,5
9,4.6412,4.662,4.4851,0.0000,83831904,5
a552254400,4.5788,4.6724,4.4643,0.0000,58974204,5
a552945600,4.61,4.7244,4.5475,0.0000,91686504,5
1,4.6412,4.7036,4.5475,0.0000,81688908,5
2,4.7244,4.7661,4.5371,0.0000,73590504,5
3,4.9326,4.9534,4.7036,0.0000,81939900,5
4,5.0262,5.0574,4.7869,0.0000,93116004,5
5,5.328,5.4009,4.995,0.0000,138068508,5
6,5.4633,5.5257,5.0991,0.0000,119175996,5
7,5.2031,5.4945,5.1615,0.0000,84646308,5
8,4.9638,5.3072,4.9534,0.0000,132200592,5
9,5.0991,5.1511,4.7661,0.0000,112050396,5
10,4.9846,5.1615,4.8701,0.0000,100599396,5
11,5.0991,5.2239,4.9014,0.0000,103206096,5
12,5.1927,5.2344,5.047,0.0000,99966396,5
13,4.8493,5.2135,4.8493,0.0000,110331600,5
14,4.2249,4.9534,4.1417,0.0000,165849804,5
15,3.8815,4.2458,3.2259,0.0000,338885292,5
TIMEZONE_OFFSET=-300
a562626000,3.944,4.0584,3.4965,0.0000,173512296,5
1,3.8399,3.9752,3.6422,0.0000,127924404,5
2,3.8295,3.8919,3.5798,0.0000,124385496,5
3,3.7671,3.9128,3.6422,0.0000,105094284,5
4,3.6526,3.8503,3.6318,0.0000,57657696,5
5,3.33,3.6006,3.2468,0.0000,141473892,5
6,3.6318,3.6942,3.3508,0.0000,120509292,5
7,3.8191,3.8815,3.6318,0.0000,133717800,5
a567378000,3.8295,3.944,3.7983,0.0000,90297804,5
1,3.6734,3.7775,3.6526,0.0000,61315392,5
a568674000,3.611,3.9856,3.5798,0.0000,97911096,5
1,3.8503,3.8815,3.5589,0.0000,122046912,5
2,3.6838,3.8919,3.5173,0.0000,80761608,5
3,3.7567,3.7671,3.5381,0.0000,77112300,5
4,3.5381,3.7879,3.5173,0.0000,78897300,5
5,3.6006,3.6838,3.4549,0.0000,90251100,5
6,3.6006,3.7254,3.5277,0.0000,87323592,5
7,3.6318,3.8087,3.5798,0.0000,98098392,5
8,3.6734,3.7983,3.6214,0.0000,105583092,5
9,3.6318,3.7359,3.5173,0.0000,77231208,5
10,3.663,3.7254,3.5798,0.0000,92196900,5
11,3.3716,3.6526,3.3404,0.0000,102757992,5
a575845200,3.3612,3.4549,3.33,0.0000,86176596,5
TIMEZONE_OFFSET=-240
a576532800,3.5381,3.5694,3.3196,0.0000,97530300,5
1,3.33,3.5694,3.2884,0.0000,126307488,5
2,3.3404,3.3612,3.2468,0.0000,113210820,5
3,3.3612,3.4445,3.3092,0.0000,75874992,5
4,3.2884,3.4341,3.278,0.0000,72840888,5
5,3.278,3.3404,3.1947,0.0000,92894904,5
6,3.3508,3.4029,3.2364,0.0000,91184400,5
7,3.33,3.3612,3.2884,0.0000,44742408,5
8,3.5485,3.5902,3.3404,0.0000,92761608,5
9,3.5798,3.6526,3.4861,0.0000,94624800,5
10,3.6006,3.7046,3.5277,0.0000,102204204,5
11,3.6422,3.6838,3.5173,0.0000,71442588,5
12,3.6526,3.6838,3.4861,0.0000,57220404,5
13,3.6006,3.7254,3.5173,0.0000,71344092,5
14,3.6422,3.663,3.5069,0.0000,73935096,5
15,3.4341,3.6318,3.3924,0.0000,65506296,5
16,3.5589,3.5694,3.3716,0.0000,72581412,5
17,3.4757,3.5902,3.4549,0.0000,50631996,5
18,3.3508,3.5277,3.3196,0.0000,102582600,5
19,3.3092,3.3716,3.2676,0.0000,78087708,5
20,3.3092,3.3508,3.2468,0.0000,63570000,5
21,3.4029,3.4237,3.278,0.0000,59695992,5
22,3.4965,3.5173,3.4029,0.0000,56522496,5
23,3.6006,3.6214,3.4861,0.0000,107243196,5
24,3.5902,3.6006,3.5589,0.0000,74920104,5
25,3.611,3.663,3.5485,0.0000,59657712,5
26,3.663,3.663,3.5485,0.0000,67723704,5
27,3.6214,3.6838,3.5694,0.0000,63452292,5
28,3.7359,3.7463,3.6006,0.0000,99365700,5
29,3.6214,3.7671,3.6214,0.0000,64094808,5
TIMEZONE_OFFSET=-300
a594680400,3.611,3.7359,3.6006,0.0000,77109900,5
1,3.7046,3.8087,3.5902,0.0000,93384996,5
2,3.6526,3.7359,3.5069,0.0000,96239004,5
3,3.6422,3.7254,3.5798,0.0000,46556196,5
4,3.6526,3.7775,3.6214,0.0000,78670308,5
5,3.8191,3.8607,3.6734,0.0000,100090008,5
6,3.7463,3.8607,3.7046,0.0000,93298392,5
7,3.7671,3.8815,3.7359,0.0000,84594600,5
8,3.7254,3.7671,3.7046,0.0000,27579696,5
9,3.715,3.7671,3.6214,0.0000,73870392,5
10,3.7463,3.7775,3.663,0.0000,81947304,5
11,3.7879,3.8399,3.7254,0.0000,83739396,5
12,3.944,4.0064,3.7567,0.0000,122397588,5
13,3.9856,4.0793,3.9336,0.0000,98769996,5
14,3.8503,4.0584,3.8503,0.0000,84040788,5
15,3.9024,3.944,3.7879,0.0000,72934500,5
16,3.7671,3.9232,3.7671,0.0000,62443200,5
17,3.7254,3.8503,3.715,0.0000,75029496,5
18,3.7463,3.8191,3.7046,0.0000,82269096,5
19,3.7359,3.8815,3.7359,0.0000,104534604,5
a606690000,3.663,3.7983,3.6422,0.0000,57750108,5
a607381200,3.7046,3.7463,3.6422,0.0000,66683496,5
TIMEZONE_OFFSET=-240
a607982400,3.7567,3.7879,3.7046,0.0000,54019296,5
1,3.9128,3.9128,3.715,0.0000,73419804,5
2,4.0272,4.048,3.8919,0.0000,100628208,5
3,4.0689,4.1001,3.9752,0.0000,83168700,5
4,3.9752,4.1001,3.9648,0.0000,56852796,5
5,4.2458,4.2562,3.9128,0.0000,113700792,5
6,4.4851,4.5059,4.2666,0.0000,182904588,5
7,4.5163,4.5267,4.381,0.0000,117949500,5
8,4.6412,4.6828,4.4747,0.0000,72735204,5
9,4.5475,4.6516,4.5059,0.0000,82776012,5
10,4.4435,4.5475,4.3394,0.0000,121897896,5
11,4.5579,4.5684,4.3914,0.0000,67875012,5
12,4.2978,4.5684,4.277,0.0000,72168192,5
13,4.4227,4.4539,4.277,0.0000,39561504,5
14,4.5475,4.5684,4.4123,0.0000,73382592,5
15,4.7349,4.7349,4.5059,0.0000,101943504,5
16,4.7869,4.8285,4.6204,0.0000,76956108,5
17,4.7349,4.8909,4.6932,0.0000,75582000,5
18,4.7973,4.9222,4.7244,0.0000,112700304,5
19,4.8285,4.8389,4.6724,0.0000,66820296,5
20,4.8805,4.9118,4.6308,0.0000,78805992,5
21,4.8493,4.9014,4.7661,0.0000,57071496,5
22,4.7036,4.8701,4.6412,0.0000,54546600,5
23,4.7661,4.7661,4.5996,0.0000,100603008,5
24,4.6516,4.8285,4.5579,0.0000,55485888,5
25,4.7036,4.8077,4.5788,0.0000,64301496,5
26,4.9014,4.9326,4.7036,0.0000,105165000,5
27,4.5163,4.9118,4.4331,0.0000,72224700,5
28,4.714,4.7557,4.4435,0.0000,131527896,5
29,4.4643,4.7453,4.3914,0.0000,85866708,5
TIMEZONE_OFFSET=-300
a626130000,4.4851,4.6308,4.4539,0.0000,67860600,5
1,4.5475,4.5579,4.3914,0.0000,61954308,5
2,4.9534,4.995,4.5579,0.0000,93469008,5
3,5.0054,5.047,4.8805,0.0000,66725508,5
4,5.2656,5.2864,4.995,0.0000,111005400,5
5,5.2656,5.328,5.2239,0.0000,73471596,5
6,5.3488,5.38,5.2135,0.0000,95948400,5
7,5.3072,5.3904,5.1303,0.0000,78455112,5
8,5.3696,5.3696,5.2239,0.0000,28577796,5
9,5.4633,5.5778,5.3384,0.0000,78586104,5
10,5.2552,5.5153,5.2344,0.0000,88950108,5
11,5.4009,5.4113,5.1199,0.0000,105989112,5
12,5.2031,5.4009,5.0574,0.0000,134594700,5
13,5.1407,5.2552,5.0574,0.0000,94337484,5
14,5.2656,5.3072,5.1199,0.0000,72599292,5
15,5.1615,5.2656,5.0991,0.0000,80466204,5
16,5.0366,5.1199,5.0054,0.0000,75360996,5
17,5.1927,5.1927,5.047,0.0000,106384284,5
18,5.2135,5.2448,5.1095,0.0000,79231296,5
19,5.328,5.3384,5.1407,0.0000,97578396,5
20,5.3072,5.4321,5.2344,0.0000,76581396,5
21,5.3488,5.4113,5.3072,0.0000,66982500,5
TIMEZONE_OFFSET=-240
a639432000,5.3592,5.4321,5.2968,0.0000,63378996,5
a639950400,5.4945,5.5153,5.3488,0.0000,45246792,5
a640641600,5.4529,5.5986,5.4009,0.0000,90680988,5
1,5.3176,5.4425,5.3176,0.0000,76147704,5
2,5.4425,5.4425,5.3072,0.0000,61472604,5
3,5.6714,5.6818,5.4217,0.0000,115642008,5
4,5.6714,5.7651,5.609,0.0000,108193404,5
5,5.6922,5.7859,5.6506,0.0000,85065504,5
6,5.7859,5.8379,5.6818,0.0000,63645612,5
7,5.7026,5.8587,5.6922,0.0000,67228908,5
8,5.8379,5.8899,5.6818,0.0000,85275600,5
9,5.7755,5.9212,5.7443,0.0000,69818592,5
10,5.7651,5.8275,5.7234,0.0000,61227588,5
11,5.8795,5.942,5.7755,0.0000,45478608,5
12,6.2334,6.2854,5.8795,0.0000,98474508,5
13,6.1605,6.275,6.1397,0.0000,82895004,5
14,5.994,6.1501,5.7963,0.0000,111085896,5
15,5.8067,6.0356,5.5569,0.0000,112097304,5
16,5.5465,5.6922,5.4633,0.0000,120063708,5
17,5.328,5.6818,5.2448,0.0000,111938808,5
18,5.1095,5.38,4.8077,0.0000,149812608,5
19,5.1615,5.3592,5.0679,0.0000,90040800,5
20,5.047,5.1095,4.9638,0.0000,74666700,5
21,4.9534,5.1927,4.9222,0.0000,71191584,5
22,4.6516,4.9742,4.4747,0.0000,156648492,5
23,4.5371,4.662,4.1833,0.0000,137018604,5
24,4.5163,4.7765,4.381,0.0000,123060588,5
25,4.4123,4.5892,4.2562,0.0000,99861900,5
26,4.6204,4.6412,4.2458,0.0000,123085812,5
27,4.2041,4.5475,4.1729,0.0000,132635496,5
TIMEZONE_OFFSET=-300
a657579600,4.4123,4.4227,4.1625,0.0000,105030600,5
1,4.4747,4.5163,4.2666,0.0000,80857704,5
2,4.61,4.6828,4.5163,0.0000,99634896,5
3,4.4643,4.61,4.3602,0.0000,61460700,5
4,4.5579,4.5892,4.3394,0.0000,93437904,5
5,4.7869,4.8701,4.5267,0.0000,118151304,5
6,4.6308,4.7869,4.5579,0.0000,75826992,5
7,4.8285,4.8597,4.5579,0.0000,101425800,5
8,4.7765,4.8285,4.7453,0.0000,28325496,5
9,4.5475,4.7973,4.5371,0.0000,58297896,5
10,4.4955,4.6724,4.4539,0.0000,89073888,5
11,4.8181,4.8597,4.4123,0.0000,137380284,5
12,4.9846,5.0054,4.6932,0.0000,110044404,5
13,5.328,5.38,4.9846,0.0000,116158500,5
14,5.4321,5.5674,5.2968,0.0000,119636004,5
15,5.7963,5.8275,5.38,0.0000,148902000,5
16,5.7651,5.9108,5.661,0.0000,91251600,5
17,5.7339,5.8691,5.5986,0.0000,108882996,5
18,5.5569,5.8379,5.5361,0.0000,89085996,5
19,5.713,5.8379,5.5569,0.0000,105592692,5
20,5.5153,5.7755,5.4529,0.0000,73290096,5
a670194000,5.7963,5.8691,5.5465,0.0000,57039012,5
a670885200,5.9004,6.0669,5.7859,0.0000,96428700,5
TIMEZONE_OFFSET=-240
a671486400,6.0773,6.1189,5.9004,0.0000,67816092,5
1,6.1917,6.3062,6.0564,0.0000,95389800,5
2,5.9732,6.1813,5.8691,0.0000,54528600,5
3,6.046,6.0981,5.8171,0.0000,66646200,5
4,5.9316,6.1709,5.9212,0.0000,59121912,5
5,5.9524,6.0044,5.7963,0.0000,73238508,5
6,6.0773,6.1085,5.9316,0.0000,50564604,5
7,6.4311,6.4415,6.0773,0.0000,79565100,5
8,6.1709,6.4623,6.1293,0.0000,73052208,5
9,6.2958,6.3062,6.1293,0.0000,58842000,5
10,6.2438,6.2958,6.1397,0.0000,68615004,5
11,6.1605,6.2229,6.0669,0.0000,61785012,5
12,6.1397,6.275,6.1189,0.0000,44364000,5
13,6.2646,6.3062,6.0773,0.0000,60940488,5
14,6.1293,6.2958,5.9628,0.0000,100985016,5
15,6.0564,6.1397,5.942,0.0000,74833596,5
16,6.0564,6.1189,6.0148,0.0000,58890000,5
17,6.1293,6.2021,5.9524,0.0000,69924300,5
18,5.994,6.2021,5.9628,0.0000,78570600,5
19,6.2229,6.2334,5.7339,0.0000,115645608,5
20,6.2334,6.2958,6.1709,0.0000,46694304,5
21,5.9004,6.275,5.8899,0.0000,70386792,5
22,5.6506,5.9108,5.609,0.0000,100649808,5
23,5.7859,5.8379,5.6506,0.0000,88610304,5
24,5.7339,5.8483,5.713,0.0000,56772408,5
25,5.6922,5.8899,5.6922,0.0000,62753208,5
26,5.5361,5.6922,5.4321,0.0000,96353208,5
27,5.942,6.0356,5.5361,0.0000,99340608,5
28,5.7547,5.994,5.713,0.0000,63721296,5
TIMEZONE_OFFSET=-300
a689029200,5.6922,5.9108,5.6402,0.0000,76165692,5
1,5.7234,5.7755,5.6402,0.0000,62556204,5
2,5.609,5.8691,5.5986,0.0000,85167504,5
3,5.5257,5.713,5.4425,0.0000,97455804,5
4,5.3904,5.6402,5.3592,0.0000,60623400,5
5,5.3176,5.4737,5.1615,0.0000,116038308,5
6,5.6506,5.6714,5.328,0.0000,90249792,5
7,5.8067,5.8379,5.6194,0.0000,103669716,5
8,6.1605,6.2646,5.7963,0.0000,80032404,5
9,6.3478,6.5039,6.1605,0.0000,111209604,5
10,6.2021,6.3478,6.1293,0.0000,93589200,5
11,6.6184,6.6288,6.1605,0.0000,116636700,5
12,6.5247,6.7224,6.4727,0.0000,93430596,5
13,6.2646,6.5768,6.2438,0.0000,72234300,5
14,6.4311,6.5247,6.2334,0.0000,75149700,5
15,6.4207,6.5664,6.379,0.0000,56052804,5
16,6.6912,6.7016,6.4207,0.0000,88687092,5
17,6.5455,6.7224,6.5351,0.0000,62559804,5
18,6.4519,6.6496,6.4207,0.0000,72138204,5
19,6.4935,6.5247,6.3686,0.0000,59309292,5
20,6.5455,6.5664,6.4207,0.0000,64290588,5
21,6.3374,6.5351,6.3374,0.0000,47699592,5
22,6.2334,6.3999,6.2229,0.0000,55174788,5
TIMEZONE_OFFSET=-240
a702936000,6.327,6.3478,6.0564,0.0000,84251004,5
a703454400,6.5768,6.5768,6.2646,0.0000,69957996,5
a704145600,6.3166,6.5976,6.2854,0.0000,91536396,5
1,6.3062,6.379,6.275,0.0000,62428800,5
2,6.4519,6.4623,6.3166,0.0000,60645096,5
3,6.4311,6.6288,6.4207,0.0000,87896688,5
4,6.379,6.5143,6.3582,0.0000,39932700,5
5,6.3582,6.4727,6.2542,0.0000,36360300,5
6,6.4519,6.4727,6.2229,0.0000,53079792,5
7,6.3478,6.4519,6.2542,0.0000,37579512,5
8,6.327,6.4831,6.3062,0.0000,74276304,5
9,6.4935,6.4935,6.2646,0.0000,44374800,5
a710107200,6.4311,6.608,6.4207,0.0000,46116600,5
a710798400,6.3582,6.4935,6.2958,0.0000,51083400,5
1,6.4519,6.5351,6.3478,0.0000,55542288,5
2,6.2229,6.4727,6.2229,0.0000,54553692,5
3,6.3686,6.4623,6.2334,0.0000,66087696,5
4,6.2854,6.379,6.2229,0.0000,61697304,5
5,6.2854,6.327,6.2438,0.0000,45577104,5
6,6.2542,6.3999,6.2438,0.0000,46551384,5
7,6.1085,6.2438,6.0773,0.0000,60980208,5
8,6.2125,6.2542,6.1085,0.0000,55513512,5
9,6.2542,6.275,6.1709,0.0000,39153084,5
10,6.6288,6.6392,6.3062,0.0000,92840796,5
11,6.4831,6.5976,6.3894,0.0000,54049200,5
12,6.3062,6.5976,6.3062,0.0000,51979608,5
13,6.2438,6.3062,6.0877,0.0000,64631688,5
14,6.3478,6.3686,6.2125,0.0000,58255908,5
15,6.3166,6.4207,6.2854,0.0000,49751292,5
TIMEZONE_OFFSET=-300
a720478800,6.3894,6.4727,6.3166,0.0000,43513512,5
1,6.4519,6.6184,6.3999,0.0000,54260592,5
2,6.5664,6.5664,6.4103,0.0000,45825696,5
3,6.66,6.6704,6.4623,0.0000,63867900,5
4,6.8994,6.9618,6.6808,0.0000,79972296,5
5,6.8785,6.9722,6.7745,0.0000,57458196,5
6,6.9722,6.993,6.8369,0.0000,46115292,5
7,7.2219,7.2324,6.9098,0.0000,92779500,5
a725230800,7.2011,7.2844,7.1699,0.0000,41651700,5
1,7.1179,7.2844,7.0763,0.0000,33878712,5
a726526800,7.1387,7.2636,7.0659,0.0000,65547204,5
1,7.045,7.1491,6.993,0.0000,66473196,5
2,7.0242,7.1283,6.8681,0.0000,63906396,5
3,7.1699,7.1907,6.9722,0.0000,59004192,5
4,7.2324,7.274,7.0138,0.0000,58797588,5
5,7.0763,7.3052,7.0659,0.0000,58355496,5
6,6.8473,7.0763,6.7329,0.0000,93009000,5
7,7.0034,7.0554,6.8577,0.0000,70176600,5
8,7.1387,7.1699,6.9306,0.0000,66465996,5
9,7.2011,7.3468,7.1283,0.0000,68463600,5
10,7.378,7.4197,7.1699,0.0000,66852804,5
11,7.4717,7.5341,7.274,0.0000,70055196,5
12,7.4093,7.5758,7.3468,0.0000,60860100,5
TIMEZONE_OFFSET=-240
a734299200,7.659,7.6798,7.378,0.0000,49857108,5
a734990400,7.9296,7.992,7.6278,0.0000,88129800,5
1,7.7527,7.94,7.659,0.0000,62558496,5
2,7.5445,7.7735,7.4717,0.0000,61655304,5
3,7.8463,7.8775,7.3884,0.0000,75991596,5
4,7.7631,7.9192,7.659,0.0000,68174196,5
5,7.6694,7.7943,7.5549,0.0000,62635404,5
6,7.7214,7.8671,7.6382,0.0000,55998696,5
7,7.8151,7.8775,7.7423,0.0000,36891300,5
8,7.8463,7.8775,7.7423,0.0000,56076804,5
9,7.8984,7.9504,7.7214,0.0000,75476304,5
10,7.8879,8.0232,7.8775,0.0000,64118892,5
11,7.9608,8.0128,7.8984,0.0000,61503804,5
12,8.0753,8.1273,7.8671,0.0000,47012592,5
13,8.3146,8.3979,8.0544,0.0000,80473200,5
14,8.1377,8.3458,8.1065,0.0000,59270796,5
15,8.2001,8.3042,8.1169,0.0000,51979596,5
16,8.273,8.3146,8.1377,0.0000,44165796,5
17,8.1065,8.3458,8.0857,0.0000,44311104,5
18,8.2105,8.2105,7.992,0.0000,64245012,5
19,8.1585,8.2938,8.1065,0.0000,44219796,5
20,8.0961,8.2209,8.0753,0.0000,43740600,5
21,8.044,8.1481,7.9504,0.0000,42747108,5
22,8.2209,8.2209,8.0128,0.0000,84499692,5
23,7.8984,8.2209,7.8671,0.0000,50848008,5
24,7.9816,8.0544,7.8671,0.0000,39734508,5
25,7.992,8.0544,7.8879,0.0000,39871500,5
26,8.2001,8.2314,7.9504,0.0000,59583192,5
27,7.992,8.2105,7.992,0.0000,44580192,5
28,8.0753,8.1585,7.9296,0.0000,43924284,5
TIMEZONE_OFFSET=-300
a752533200,7.8359,8.2105,7.7631,0.0000,64175400,5
1,7.8151,7.9088,7.7214,0.0000,61568796,5
2,8.1793,8.1793,7.8255,0.0000,69792096,5
3,8.2001,8.3042,7.9608,0.0000,51906312,5
4,8.3354,8.4083,8.0961,0.0000,57052212,5
5,8.4603,8.4811,8.2626,0.0000,60106908,5
6,8.7517,8.7621,8.3874,0.0000,100182600,5
a756680400,8.8349,8.8869,8.658,0.0000,53624004,5
a757371600,8.7309,8.9078,8.7309,0.0000,47669688,5
1,8.71,8.7204,8.5435,0.0000,87865392,5
2,8.8869,8.9286,8.6996,0.0000,75409104,5
3,8.991,9.0743,8.8557,0.0000,71268408,5
4,8.9806,9.1159,8.8245,0.0000,60474492,5
5,8.8661,9.1367,8.8661,0.0000,73478688,5
6,8.9286,9.0534,8.7829,0.0000,51720108,5
7,8.991,9.1367,8.8974,0.0000,66635412,5
8,8.7517,9.0222,8.71,0.0000,44800008,5
9,8.7309,8.8661,8.6268,0.0000,63954300,5
10,8.7621,8.8245,8.6476,0.0000,48870792,5
11,8.6996,8.7725,8.5227,0.0000,88370016,5
12,8.5019,8.7204,8.5019,0.0000,51709200,5
a765147600,8.325,8.6268,8.044,0.0000,80419200,5
TIMEZONE_OFFSET=-240
a765835200,8.0961,8.2626,8.0024,0.0000,112112796,5
1,8.0544,8.2938,8.0336,0.0000,64875612,5
2,7.992,8.0961,7.8255,0.0000,80792808,5
3,7.9296,8.1585,7.9192,0.0000,51311700,5
4,8.044,8.273,7.9192,0.0000,72493704,5
5,7.94,8.0232,7.711,0.0000,84010692,5
6,7.9296,8.0961,7.8255,0.0000,68917704,5
7,8.1585,8.2001,7.7631,0.0000,59488800,5
8,8.2209,8.3874,8.0961,0.0000,41102106,5
9,7.9504,8.2626,7.9296,0.0000,49650396,5
10,7.9504,8.0753,7.8879,0.0000,82862592,5
11,7.7006,7.9712,7.4925,0.0000,115505700,5
12,7.7214,7.9712,7.6174,0.0000,69451002,5
13,7.8879,7.9296,7.7214,0.0000,40007802,5
14,7.9712,8.0336,7.7631,0.0000,61472094,5
15,8.2626,8.2834,7.8671,0.0000,53669004,5
16,8.3874,8.4291,8.0753,0.0000,49567002,5
17,8.1585,8.4707,8.0544,0.0000,58825206,5
18,8.0128,8.2626,7.8671,0.0000,67494300,5
19,7.9712,8.1169,7.7423,0.0000,98118900,5
20,8.4499,8.5123,7.9088,0.0000,71512902,5
21,8.325,8.5331,8.2418,0.0000,50837802,5
22,8.1793,8.3666,8.1169,0.0000,35449200,5
23,8.4915,8.5539,8.1585,0.0000,67159296,5
24,8.1169,8.5123,8.0753,0.0000,64064904,5
25,8.0128,8.2834,8.0128,0.0000,49727298,5
26,7.7839,8.0753,7.7631,0.0000,75034302,5
27,8.3874,8.4915,7.7839,0.0000,69196296,5
28,7.8879,8.4707,7.8879,0.0000,83278200,5
29,8.2209,8.2418,7.8879,0.0000,76709904,5
TIMEZONE_OFFSET=-300
a783982800,7.992,8.2209,7.9504,0.0000,48410196,5
1,8.1169,8.3042,7.9504,0.0000,43929000,5
2,8.1169,8.2418,7.992,0.0000,62654094,5
3,7.7006,8.0961,7.5549,0.0000,65550798,5
4,7.8463,7.8671,7.5549,0.0000,63715296,5
5,7.8047,7.9504,7.6174,0.0000,61945398,5
6,8.3666,8.3874,7.7423,0.0000,107585604,5
7,8.2834,8.4915,8.2418,0.0000,64502694,5
8,8.4915,8.6372,8.2834,0.0000,39483498,5
9,8.4707,8.5956,8.3458,0.0000,42838494,5
10,8.658,8.658,8.3874,0.0000,49299102,5
11,8.4915,8.8245,8.3874,0.0000,76514202,5
12,8.4083,8.5748,8.3042,0.0000,55411398,5
13,8.6788,8.7621,8.3666,0.0000,48418596,5
14,8.6788,8.7829,8.6164,0.0000,46121994,5
15,8.9286,9.0326,8.6372,0.0000,78110502,5
16,9.1159,9.324,8.8869,0.0000,63378900,5
17,8.8245,9.1367,8.7621,0.0000,54654096,5
18,9.1159,9.1367,8.658,0.0000,65011398,5
19,9.0326,9.2199,8.9078,0.0000,70323702,5
20,9.1575,9.1783,8.9286,0.0000,56319504,5
21,8.991,9.2199,8.9702,0.0000,50347296,5
TIMEZONE_OFFSET=-240
a797284800,9.1367,9.2408,9.0118,0.0000,49507506,5
a797803200,9.1575,9.2199,9.0118,0.0000,30241404,5
a798494400,9.1575,9.2616,8.8869,0.0000,69988500,5
1,9.324,9.4697,9.0743,0.0000,64315302,5
2,9.5529,9.6362,9.324,0.0000,61920600,5
3,9.8235,9.8651,9.4281,0.0000,76290702,5
4,9.4073,9.7403,9.324,0.0000,89496804,5
5,9.3864,9.6362,9.2824,0.0000,61991106,5
6,9.4489,9.7194,9.324,0.0000,47122602,5
7,9.2616,9.6778,9.2408,0.0000,64969998,5
8,9.5529,9.6986,9.2824,0.0000,66592098,5
9,9.5113,9.6362,9.4489,0.0000,66446304,5
10,9.3864,9.5529,9.2616,0.0000,65858196,5
11,9.99,9.99,9.3864,0.0000,50939904,5
12,9.6778,9.99,9.657,0.0000,50253498,5
13,9.9692,10.0108,9.5113,0.0000,88885302,5
14,9.7819,10.0733,9.7403,0.0000,59982600,5
15,9.5946,9.9484,9.4697,0.0000,63303294,5
16,9.6154,9.8235,9.5113,0.0000,38551206,5
17,9.5321,9.8027,9.5113,0.0000,53352000,5
18,9.7194,9.7611,9.4905,0.0000,46058796,5
19,9.7819,9.8443,9.7194,0.0000,39839598,5
20,9.7819,9.8859,9.7194,0.0000,35040198,5
21,10.6352,10.6352,9.7819,0.0000,85644498,5
22,10.4895,10.5728,10.1981,0.0000,64532202,5
23,10.6144,10.7601,10.4063,0.0000,63777102,5
24,10.4687,10.6976,10.3854,0.0000,61939296,5
25,10.4895,10.6144,10.3022,0.0000,53404104,5
26,10.7601,10.8641,10.4063,0.0000,57171198,5
27,10.3646,10.7184,10.1357,0.0000,56117700,5
TIMEZONE_OFFSET=-300
a815432400,10.4479,10.656,10.2814,0.0000,44930304,5
1,10.9266,10.9266,10.3438,0.0000,50268606,5
2,11.1555,11.3012,10.8433,0.0000,74076300,5
3,10.989,11.2388,10.9474,0.0000,38100300,5
4,11.4261,11.4677,10.8225,0.0000,59663100,5
5,11.7174,11.8839,11.3636,0.0000,67038996,5
6,12.0504,12.0713,11.6966,0.0000,95449200,5
7,11.9256,12.1753,11.655,0.0000,78637794,5
8,11.988,12.0296,11.8215,0.0000,34797000,5
9,12.1337,12.3834,11.8631,0.0000,64215000,5
10,11.6966,12.2586,11.6342,0.0000,61744698,5
11,12.3626,12.4251,11.5718,0.0000,77791608,5
12,12.5708,12.5708,12.0921,0.0000,65058402,5
13,12.8413,12.9454,12.4043,0.0000,64722396,5
14,13.2159,13.32,12.7581,0.0000,74959194,5
15,12.9038,13.32,12.9038,0.0000,77539902,5
16,13.2784,13.4033,12.7164,0.0000,56577906,5
17,12.7997,13.2576,12.5291,0.0000,75759804,5
18,12.4459,13.1119,12.2586,0.0000,64220400,5
19,12.6124,12.7581,12.3002,0.0000,104150100,5
20,13.0494,13.1327,12.6124,0.0000,53098596,5
21,12.9662,13.2368,12.8205,0.0000,53560896,5
